,Reward,Average Reward
740,268.3895012080201,233.07817865092798
741,244.39212281438398,233.11343739224378
742,139.0847970310254,232.05838841602238
743,213.4058182541207,232.33421863418724
744,118.69613703000691,231.48366704526302
745,254.42624040290994,231.43507668838575
746,250.70464338518013,233.8257810594913
747,238.71636053097563,233.606919115074
748,246.10967119565586,233.86245878763316
749,278.6312707466228,233.99213464868288
750,252.4951100728992,234.11886785423462
751,237.3573842138847,233.8039420762728
752,272.89148240808834,233.8854692484591
753,211.00476053267175,233.149359022366
754,276.97872859794006,233.85115915468498
755,232.4549655470158,233.55548846110224
756,248.90003661837295,233.3033841784709
757,275.8871919837403,233.32178349180728
758,255.94430986252877,233.55039733849756
759,252.9854398983296,233.67297422636526
760,271.4826672378572,233.67385058105594
761,178.90602554619073,233.0422411225356
762,243.46149634112385,232.5225129868624
763,145.84114201345716,231.6172319888352
764,234.11087123336208,231.76166757533485
765,265.5831749691404,231.686812552186
766,132.57842098104703,230.67756218678642
767,208.60375172692807,230.60474532442825
768,243.57037291040606,230.5905361166572
769,198.37342734274245,229.95177747347785
770,247.94050669705413,229.7937093354575
771,96.46733092390997,228.1979139384902
772,226.89889728268668,227.92028939701547
773,284.9933701820612,228.2160140475893
774,285.3232502505741,228.47253821284463
775,285.6837534419227,228.45659661405992
776,160.08495446450826,227.73346586882678
777,202.4102698380256,226.99634875350839
778,257.9476043680611,227.44452999290698
779,41.06136906049866,225.63047954338109
780,262.8512367216149,225.571201086755
781,239.5552657054461,225.28216862301616
782,274.3229933733701,225.62251626919496
783,230.04659589646423,225.57724290056433
784,265.6127153565464,225.2777394570298
785,244.288240647758,225.66047845612098
786,282.7616591640186,226.03715812124238
787,196.1255317897843,225.633451471514
788,289.50141571637664,227.37027004458582
789,272.739988743659,227.64074490548848
790,241.87616771445664,228.1226676047902
791,238.21492530904246,228.27347531768274
792,271.461335310488,229.6401380840715
793,266.0654759078442,231.20580792869384
794,200.5705045441481,230.63399143549515
795,223.0558373114746,231.90135541710296
796,232.24699515797604,231.6606214436744
797,251.6667078276079,231.77733057074943
798,264.11191258446445,231.901518584643
799,224.74694000416414,231.8531303086534
800,248.85263405645452,231.91758392486372
801,262.6096831609917,231.75595674790137
802,237.7909172569188,231.82915802691537
803,270.1539979170709,232.14467636083577
804,264.8628008859504,232.0821638146367
805,249.39750130534009,232.52639131830531
806,247.09589221282957,232.67308749427434
807,116.71069858287333,231.57006082328277
808,250.31098008731828,231.6553816552969
809,225.9220184446042,231.14374724647712
810,46.496260041385085,229.16747576294583
811,110.68671603490766,227.66355946510615
812,256.86997706618536,228.92304807953602
813,279.85154019363245,229.444464943688
814,249.49897598211874,229.57243482630446
815,257.09974772151713,229.38821814328523
816,244.37105146012695,229.79200601534478
817,243.41308276174237,230.98914858043204
818,277.02859620064504,231.15545859871617
819,229.13219341301112,230.9774488947352
820,2.5166164656603343,228.3473172197053
821,275.0371042745145,228.3360563565081
822,234.88465777891196,228.4518212476312
823,239.13317422551825,228.33537778939865
824,269.0977836668296,229.06635839019756
825,259.60524540125226,229.22307278232785
826,268.2592703662883,229.53793756008454
827,247.04200323318884,229.81998342717742
828,-19.352107278550704,227.5495490802893
829,284.51710514585955,227.98446274395536
830,243.91575590252594,227.97726558382433
831,131.59613284857164,226.76088940666546
832,217.21862340463406,226.43276455785414
833,197.73418153174498,226.51454388980116
834,244.28941960926596,226.18716885309755
835,239.9472484146804,226.29039315119317
836,248.41879253683516,226.66580817934252
837,205.13682158409634,226.06296530363278
838,259.2433235339708,227.60110903201476
839,246.88428205225657,228.15881773416314
840,95.53015885148862,226.4302243105978
841,252.74814741831077,226.51378455663712
842,299.24779782934814,228.1154145646203
843,296.9966690974414,228.9513230730535
844,297.33903572041635,230.73775205995756
845,234.859185790902,230.54208151383747
846,308.5049086104651,231.12008416609035
847,261.63621256197496,231.34928268640036
848,266.8770622525002,231.5569565969688
849,106.04765316103247,229.83112042111293
850,290.9814660316,230.21598398069992
851,207.74760770985435,229.91988621565963
852,255.723934109318,229.74821073267194
853,285.48271195698464,230.49299024691507
854,263.7518996245535,230.3607219571812
855,198.5174893961367,230.02134719567243
856,258.2076200517007,230.11442303000567
857,206.4976216942102,229.42052732711036
858,244.45725033414328,229.30565673182653
859,282.7410204962389,229.60321253780563
860,256.47334344050745,229.4531192998321
861,202.48535456360244,229.68891259000625
862,242.43605630261962,229.6786581896212
863,271.75754678260284,230.93782223731264
864,263.20509662648385,231.22876449124388
865,263.24700202604174,231.20540276181288
866,270.1125930746441,232.58074448274886
867,247.03960846794283,232.965103050159
868,252.84473518793044,233.0578466729342
869,268.7197647426737,233.76131004693354
870,276.0166266842599,234.04207124680556
871,262.4319700315158,235.7017176378817
872,151.8053789284316,234.9507824543391
873,269.19498758428495,234.79279862836137
874,98.4454531760886,232.9240206576165
875,224.19604124562096,232.3091435356535
876,242.59638217928335,233.13425781280122
877,243.35242490268618,233.54367936344784
878,296.4695163595996,233.92889848336318
879,260.07999116798726,236.11908470443805
880,-30.107727685924075,233.1894950603627
881,243.2560719440954,233.2265031227492
882,298.3995513953924,233.46726870296942
883,255.55216441054426,233.72232438811022
884,268.4335773697022,233.7505330082418
885,280.91500018132876,234.1168006035775
886,300.7974228169247,234.29715824010657
887,277.90989238199194,235.11500184602863
888,247.91942425186411,234.69918193138355
889,254.00977208021578,234.51187976474907
890,213.03756878186476,234.22349377542312
891,244.85235481287452,234.28986807046147
892,283.47869083058714,234.41004162566244
893,237.33896399837147,234.12277650656776
894,258.06851802174236,234.6977566413437
895,297.86005057031053,235.44579877393204
896,277.3527375511136,235.89685619786346
897,300.5206002308033,236.38539512189539
898,237.1083135473858,236.11535913152463
899,246.14610651282632,236.3293507966112
900,224.37940071865347,236.08461846323323
901,241.14551065354325,235.86997673815875
902,176.9822206659075,235.26188977224868
903,237.27588403437142,234.93310863342163
904,268.51938837828123,234.9696745083449
905,224.62990440445606,234.72199853933608
906,307.45862671211796,235.32562588432899
907,246.4928927889348,236.6234478263896
908,273.51374515290286,236.85547547704545
909,210.94658309055183,236.70572112350493
910,263.78156112486784,238.87857413433971
911,260.8274101468054,240.37998107545872
912,289.2534352767923,240.70381565756475
913,237.46660562342333,240.27996631186264
914,227.2390338884943,240.05736689092643
915,271.2897318282366,240.19926673199362
916,240.57013794836837,240.16125759687606
917,220.63359523599277,239.93346272161853
918,251.96703066195172,239.68284706623163
919,268.89815225633566,240.0805066546649
920,269.81475787667716,242.75348806877503
921,217.03796620392717,242.17349668806918
922,239.52836653125658,242.2199337755926
923,283.0912361512633,242.65951439485008
924,265.60134227617095,242.62454998094347
925,262.6520777983285,242.65501830491428
926,284.3005385042931,242.81543098629427
927,269.03076361466094,243.03531859010903
928,255.84552400747455,245.78729490296925
929,269.16292844086274,245.63375313591933
930,254.00935308615271,245.73468910775557
931,260.0925576374242,247.01965335564412
932,247.24928784340682,247.31996000003178
933,251.94369821703165,247.8620551668847
934,250.4122226462035,247.92328319725402
935,284.33358549480135,248.3671465680552
936,237.33195909450296,248.25627823363192
937,265.73887388684483,248.8622987566594
938,261.593695506049,248.8858024763802
939,236.92042672512767,248.78616392310892
940,256.45590389168444,250.39542137351089
941,247.79642197555236,250.34590411908331
942,244.20955416143423,249.79552168240411
943,277.93081368203474,249.60486312825012
944,227.86257027937256,248.91009847383964
945,138.93520746500107,247.95085869058065
946,248.80509217575843,247.35386052623355
947,255.27653364221638,247.29026373703596
948,276.10678272101813,247.38256094172112
949,105.23344139440115,247.37441882405486
950,253.58838310360147,247.00048799477486
951,257.5723706649824,247.49873562432614
952,275.6680348657741,247.69817663189068
953,8.840729648536723,244.93175680880623
954,213.49115108241085,244.42914932338485
955,238.32706447907194,244.82724507421418
956,240.70890698356928,244.65225794353285
957,255.48682116587037,245.14214993824942
958,266.7165972962363,245.36474340787035
959,239.92451627136612,244.93657836562164
960,278.5055622695128,245.1569005539117
961,243.25942652087636,245.56464127348445
962,272.3087520918898,245.86336823137714
963,289.4082232414312,246.03987499596545
964,289.8403393028848,246.30622742272942
965,276.54084974874036,246.43916589995646
966,257.5090296921087,246.31313026613105
967,217.67861392255998,246.01952032067726
968,237.8739475180681,245.86981244397856
969,277.9755125448718,245.9623699220006
970,33.63519768894051,243.5385556320474
971,276.76011044716086,243.68183703620386
972,126.70265121425513,243.4308097590621
973,238.84105295863367,243.1272704128056
974,268.74202413280454,244.8302361223727
975,293.320974276691,245.52148545268344
976,247.26713435114695,245.56819297440205
977,270.67411107624673,245.84140983613764
978,225.18168929195497,245.1285315654612
979,267.26716929477345,245.20040334672908
980,228.48158255676708,247.78629644915597
981,278.59764055385057,248.13971213525357
982,268.42520593987183,247.83996868069832
983,284.00172960548866,248.1244643326478
984,239.08843905504042,247.83101294950117
985,227.1660820913242,247.29352376860115
986,287.2665000341184,247.1582145407731
987,244.38681131236274,246.8229837300768
988,202.07399761346852,246.36452946369286
989,272.10239904840716,246.54545573337475
990,222.8738862890754,246.64381890844686
991,279.2319234631526,246.9876145949496
992,269.06283436592025,246.84345603030295
993,294.931683226751,247.41938322258673
994,264.3622793710524,247.48232083607985
995,262.05336130895444,247.12425394346624
996,214.2992094794662,246.49371866274979
997,275.0811847160214,246.239324507602
998,273.14074775723134,246.59964884970043
999,256.0731431385038,246.69891921595718
